STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,ord_brth,Birth order,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CH,Switzerland,2022,,82371,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CH,Switzerland,2023,,80024,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2014,,9258,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2015,,9170,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2016,,9455,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2017,,9229,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2018,,9329,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2019,,9548,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2020,,9930,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2021,,10309,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2022,,10197,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CY,Cyprus,2023,,10241,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2014,,109860,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2015,,110764,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2016,,112663,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2017,,114405,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2018,,114036,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2019,,112231,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2020,,110200,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2021,,111793,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2022,,101299,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,CZ,Czechia,2023,,91149,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2014,,714927,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2015,,737575,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2016,,792141,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2017,,784901,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2018,,787523,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2019,,778090,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2020,,773144,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2021,,795492,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2022,,738819,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE,Germany,2023,,692989,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2014,,714927,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2015,,737575,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2016,,792141,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2017,,784901,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2018,,787523,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2019,,778090,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2020,,773144,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2021,,795492,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2022,,738819,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DE_TOT,Germany including former GDR,2023,,692989,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2014,,56870,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2015,,58205,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2016,,61614,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2017,,61397,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2018,,61476,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2019,,61167,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2020,,60937,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2021,,63473,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2022,,58430,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,DK,Denmark,2023,,57469,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2014,,3304265,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2015,,3278782,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2016,,3300826,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2017,,3228828,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2018,,3169478,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2019,,3112868,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2020,,3043333,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2021,,3085074,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2022,,2951533,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2023,,2811423,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2014,,3343831,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2015,,3316285,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2016,,3338363,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2017,,3265384,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2018,,3206423,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2019,,3149003,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2020,,3079178,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2021,,3121582,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2022,,2985416,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EA20,Euro area – 20 countries (from 2023),2023,,2843593,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2014,,13551,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2015,,13907,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2016,,14053,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2017,,13784,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2018,,14367,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2019,,14099,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2020,,13209,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2021,,13272,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2022,,11646,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EE,Estonia,2023,,10949,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2014,,5160299,,e,estimated,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2015,,5132024,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,,5178591,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,,5107015,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,,4998052,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,,5199865,,e,estimated,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,,5169527,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,,5216128,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,,5143571,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,,5034997,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EFTA,European Free Trade Association,2020,,143758,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EFTA,European Free Trade Association,2021,,150958,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EFTA,European Free Trade Association,2022,,138606,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EFTA,European Free Trade Association,2023,,136683,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2014,,92149,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2015,,91847,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2016,,92898,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2017,,88553,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2018,,86440,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2019,,83763,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2020,,84764,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2021,,85346,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2022,,75921,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EL,Greece,2023,,71249,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2014,,426076,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2015,,418432,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2016,,408734,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2017,,391265,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2018,,370827,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2019,,358747,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2020,,340635,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2021,,336823,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2022,,328704,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,ES,Spain,2023,,319830,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2014,,5097581,,e,estimated,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2015,,5070165,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2016,,5116398,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2017,,5046758,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2018,,4939683,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,,4360234,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2015,,4329512,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,4378440,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,4327775,,bep,"break in time series, estimated, provisional",,
