country,year,age_group_5,deaths,population
Portugal,2021,0-4,246,433732
Portugal,2021,10-14,50,500161
Portugal,2021,15-19,120,532451
Portugal,2021,20-24,181,558899
Portugal,2021,25-29,211,543237
Portugal,2021,30-34,344,560694
Portugal,2021,35-39,511,651589
Portugal,2021,40-44,943,766131
Portugal,2021,45-49,1738,797726
Portugal,2021,5-9,42,440164
Portugal,2021,50-54,2684,748365
Portugal,2021,55-59,4124,745067
Portugal,2021,60-64,5883,703828
Portugal,2021,65-69,7854,651769
Portugal,2021,70-74,10543,585038
Portugal,2021,75-79,14513,461865
Portugal,2021,80-84,20847,360855
Portugal,2021,85+,54007,352726
Portugal,2022,0-4,280,426992
Portugal,2022,10-14,44,497656
Portugal,2022,15-19,143,528895
Portugal,2022,20-24,221,560746
Portugal,2022,25-29,219,544830
Portugal,2022,30-34,312,564506
Portugal,2022,35-39,504,634615
Portugal,2022,40-44,902,743569
Portugal,2022,45-49,1618,807123
Portugal,2022,5-9,37,433175
Portugal,2022,50-54,2620,753851
Portugal,2022,55-59,4052,746862
Portugal,2022,60-64,5707,716653
Portugal,2022,65-69,7511,658158
Portugal,2022,70-74,10269,603512
Portugal,2022,75-79,14387,478962
Portugal,2022,80-84,20057,358685
Portugal,2022,85+,55478,362327
Portugal,2023,0-4,276,428501
Portugal,2023,10-14,50,495740
Portugal,2023,15-19,139,525574
Portugal,2023,20-24,203,565378
Portugal,2023,25-29,237,555084
Portugal,2023,30-34,325,578434
Portugal,2023,35-39,490,625604
Portugal,2023,40-44,809,729857
Portugal,2023,45-49,1598,818452
Portugal,2023,5-9,39,437231
Portugal,2023,50-54,2571,767932
Portugal,2023,55-59,3795,750521
Portugal,2023,60-64,5569,727409
Portugal,2023,65-69,7374,669746
Portugal,2023,70-74,9982,618759
Portugal,2023,75-79,13680,494631
Portugal,2023,80-84,18482,359261
Portugal,2023,85+,52676,368507
Romania,2011,0-4,2264,1049838
Romania,2011,10-14,259,1092499
Romania,2011,15-19,547,1111526
Romania,2011,20-24,999,1371513
Romania,2011,25-29,976,1305210
Romania,2011,30-34,1607,1531331
Romania,2011,35-39,2390,1540629
Romania,2011,40-44,4464,1745996
Romania,2011,45-49,5349,1088750
Romania,2011,5-9,206,1055182
Romania,2011,50-54,10631,1351049
Romania,2011,55-59,16034,1453988
Romania,2011,60-64,19470,1245187
Romania,2011,65-69,20149,892133
Romania,2011,70-74,32043,908417
Romania,2011,75-79,41509,731523
Romania,2011,80-84,44918,463198
Romania,2011,85+,47624,261090
Romania,2012,0-4,2132,1036065
Romania,2012,10-14,296,1091804
Romania,2012,15-19,533,1102118
Romania,2012,20-24,997,1350389
Romania,2012,25-29,958,1308510
Romania,2012,30-34,1438,1514330
Romania,2012,35-39,2370,1541507
Romania,2012,40-44,4530,1759282
Romania,2012,45-49,5170,1070174
Romania,2012,5-9,217,1056380
Romania,2012,50-54,9953,1318786
Romania,2012,55-59,16416,1450352
Romania,2012,60-64,20006,1253950
Romania,2012,65-69,20267,889335
Romania,2012,70-74,30949,895071
Romania,2012,75-79,42297,732059
Romania,2012,80-84,45790,461576
Romania,2012,85+,51220,264308
Romania,2013,0-4,1979,1000902
Romania,2013,10-14,228,1079138
Romania,2013,15-19,479,1091355
Romania,2013,20-24,812,1273671
Romania,2013,25-29,961,1344539
Romania,2013,30-34,1264,1456827
Romania,2013,35-39,2221,1565441
Romania,2013,40-44,3814,1656488
Romania,2013,45-49,5463,1239491
Romania,2013,5-9,196,1059569
Romania,2013,50-54,8890,1242414
Romania,2013,55-59,15735,1448105
Romania,2013,60-64,20365,1303936
Romania,2013,65-69,20401,907768
Romania,2013,70-74,28150,855967
Romania,2013,75-79,40181,731179
Romania,2013,80-84,44543,480424
Romania,2013,85+,51793,282860
Romania,2014,0-4,1928,963275
Romania,2014,10-14,238,1066516
Romania,2014,15-19,438,1087426
Romania,2014,20-24,707,1193062
Romania,2014,25-29,1071,1392410
Romania,2014,30-34,1305,1392326
Romania,2014,35-39,2285,1587866
Romania,2014,40-44,3928,1553760
Romania,2014,45-49,6269,1406324
Romania,2014,5-9,203,1064818
Romania,2014,50-54,8588,1174930
Romania,2014,55-59,16279,1437753
Romania,2014,60-64,20963,1330196
Romania,2014,65-69,21491,951131
Romania,2014,70-74,27263,812904
Romania,2014,75-79,41177,743432
Romania,2014,80-84,45468,484117
Romania,2014,85+,55364,305065
Romania,2015,0-4,1811,957202
Romania,2015,10-14,243,1054815
Romania,2015,15-19,496,1081303
Romania,2015,20-24,664,1128713
Romania,2015,25-29,1077,1405491
Romania,2015,30-34,1257,1342598
Romania,2015,35-39,2205,1562558
Romania,2015,40-44,3834,1524850
Romania,2015,45-49,6638,1530155
Romania,2015,5-9,200,1069067
Romania,2015,50-54,8171,1119092
Romania,2015,55-59,15425,1393876
Romania,2015,60-64,21282,1325427
Romania,2015,65-69,23646,1021358
Romania,2015,70-74,26306,790417
Romania,2015,75-79,41513,747826
Romania,2015,80-84,47595,492717
Romania,2015,85+,60079,323182
Romania,2016,0-4,1677,952313
Romania,2016,10-14,251,1049997
Romania,2016,15-19,444,1083486
Romania,2016,20-24,575,1079744
Romania,2016,25-29,948,1357276
Romania,2016,30-34,1132,1305614
Romania,2016,35-39,2192,1539027
Romania,2016,40-44,3809,1515264
Romania,2016,45-49,7208,1635051
Romania,2016,5-9,185,1064402
Romania,2016,50-54,7819,1071805
Romania,2016,55-59,15006,1326224
Romania,2016,60-64,21780,1344927
Romania,2016,65-69,24928,1103820
Romania,2016,70-74,25673,758210
Romania,2016,75-79,39013,739325
Romania,2016,80-84,45863,492706
Romania,2016,85+,59901,341394
Romania,2017,0-4,1652,971200
Romania,2017,10-14,228,1050873
Romania,2017,15-19,489,1075158
Romania,2017,20-24,578,1047613
Romania,2017,25-29,925,1291598
Romania,2017,30-34,1211,1292143
Romania,2017,35-39,2043,1499578
Romania,2017,40-44,3620,1517819
Romania,2017,45-49,7462,1718873
Romania,2017,5-9,163,1037195
Romania,2017,50-54,7819,1037171
Romania,2017,55-59,14123,1254281
Romania,2017,60-64,22065,1356310
Romania,2017,65-69,26120,1143332
Romania,2017,70-74,25738,772752
Romania,2017,75-79,38454,713217
Romania,2017,80-84,46744,507582
Romania,2017,85+,62887,357254
Romania,2018,0-4,1520,997302
Romania,2018,10-14,213,1054086
Romania,2018,15-19,416,1053286
Romania,2018,20-24,493,1026812
Romania,2018,25-29,815,1208345
Romania,2018,30-34,1158,1315191
Romania,2018,35-39,2019,1440379
Romania,2018,40-44,3837,1538409
Romania,2018,45-49,6789,1611056
Romania,2018,5-9,151,1007492
Romania,2018,50-54,9170,1200880
Romania,2018,55-59,13285,1181022
Romania,2018,60-64,22412,1349989
Romania,2018,65-69,27727,1187321
Romania,2018,70-74,26677,789960
Romania,2018,75-79,35819,687963
Romania,2018,80-84,46640,510107
Romania,2018,85+,64770,373881
Romania,2019,0-4,1408,999883
Romania,2019,10-14,185,1056093
Romania,2019,15-19,435,1036435
Romania,2019,20-24,554,1016105
Romania,2019,25-29,727,1127138
Romania,2019,30-34,1205,1354283
Romania,2019,35-39,1861,1363973
Romania,2019,40-44,3789,1555321
Romania,2019,45-49,6368,1506342
Romania,2019,5-9,154,986266
Romania,2019,50-54,9716,1359924
Romania,2019,55-59,12614,1116040
Romania,2019,60-64,22213,1340298
Romania,2019,65-69,27361,1206962
Romania,2019,70-74,27463,829726
Romania,2019,75-79,33790,653271
Romania,2019,80-84,45634,519126
Romania,2019,85+,64412,387272
Romania,2020,0-4,1330,1002521
Romania,2020,10-14,187,1062583
Romania,2020,15-19,388,1025575
Romania,2020,20-24,514,1001902
Romania,2020,25-29,756,1054739
Romania,2020,30-34,1394,1370847
Romania,2020,35-39,1974,1323981
Romania,2020,40-44,3921,1536588
Romania,2020,45-49,6737,1483204
Romania,2020,5-9,142,966274
Romania,2020,50-54,11545,1479299
Romania,2020,55-59,13251,1062251
Romania,2020,60-64,24389,1297311
Romania,2020,65-69,32824,1201894
Romania,2020,70-74,35348,894266
Romania,2020,75-79,37735,636767
Romania,2020,80-84,52341,525103
Romania,2020,85+,73482,403733
Romania,2021,0-4,1240,1015234
Romania,2021,10-14,203,1055120
Romania,2021,15-19,429,1026945
Romania,2021,20-24,614,1005225
Romania,2021,25-29,686,1007713
Romania,2021,30-34,1471,1334371
Romania,2021,35-39,2160,1291720
Romania,2021,40-44,4406,1513575
Romania,2021,45-49,7618,1474185
Romania,2021,5-9,140,956589
Romania,2021,50-54,13917,1573879
Romania,2021,55-59,14049,1013972
Romania,2021,60-64,26591,1228138
Romania,2021,65-69,37901,1213410
Romania,2021,70-74,43402,960817
Romania,2021,75-79,42541,605485
Romania,2021,80-84,56726,514037
Romania,2021,85+,81433,411247
Romania,2022,0-4,1255,972022
Romania,2022,10-14,192,1093476
Romania,2022,15-19,370,1039534
Romania,2022,20-24,516,953510
Romania,2022,25-29,608,958882
Romania,2022,30-34,1116,1243836
Romania,2022,35-39,1798,1243635
Romania,2022,40-44,3541,1450952
Romania,2022,45-49,6237,1466083
Romania,2022,5-9,136,1023525
Romania,2022,50-54,11595,1663907
Romania,2022,55-59,11483,1009419
Romania,2022,60-64,19966,1217353
Romania,2022,65-69,29627,1260409
Romania,2022,70-74,34249,986718
Romania,2022,75-79,33407,612412
Romania,2022,80-84,44523,485969
Romania,2022,85+,72334,360813
Romania,2023,0-4,1124,955192
Romania,2023,10-14,169,1084068
Romania,2023,15-19,396,1075746
Romania,2023,20-24,467,965521
Romania,2023,25-29,579,960746
Romania,2023,30-34,1049,1186937
Romania,2023,35-39,1781,1277163
Romania,2023,40-44,3135,1399578
Romania,2023,45-49,5805,1488245
Romania,2023,5-9,127,1032118
Romania,2023,50-54,9774,1581816
Romania,2023,55-59,12012,1147165
Romania,2023,60-64,16771,1145918
Romania,2023,65-69,27243,1262752
Romania,2023,70-74,32145,1028436
Romania,2023,75-79,30115,625664
Romania,2023,80-84,37625,467099
Romania,2023,85+,63744,370384
Slovakia,2011,0-4,363,282906
Slovakia,2011,10-14,43,285949
Slovakia,2011,15-19,139,349102
Slovakia,2011,20-24,200,403279
Slovakia,2011,25-29,294,439049
Slovakia,2011,30-34,369,461624
Slovakia,2011,35-39,531,421850
Slovakia,2011,40-44,793,356527
Slovakia,2011,45-49,1380,375871
Slovakia,2011,5-9,52,262701
Slovakia,2011,50-54,2535,387416
Slovakia,2011,55-59,3705,384810
Slovakia,2011,60-64,4502,302914
Slovakia,2011,65-69,4591,217573
Slovakia,2011,70-74,5456,171389
Slovakia,2011,75-79,7285,136852
Slovakia,2011,80-84,8726,92836
Slovakia,2011,85+,10939,59798
Slovakia,2012,0-4,388,289548
Slovakia,2012,10-14,43,277860
Slovakia,2012,15-19,128,331895
Slovakia,2012,20-24,220,396204
Slovakia,2012,25-29,278,435064
Slovakia,2012,30-34,309,457616
Slovakia,2012,35-39,567,438120
Slovakia,2012,40-44,772,359722
Slovakia,2012,45-49,1334,371575
Slovakia,2012,5-9,34,265164
Slovakia,2012,50-54,2309,379760
Slovakia,2012,55-59,3596,387898
Slovakia,2012,60-64,4723,323234
Slovakia,2012,65-69,4698,221774
Slovakia,2012,70-74,5542,176699
Slovakia,2012,75-79,6978,135107
Slovakia,2012,80-84,8888,94661
Slovakia,2012,85+,11630,62421
Slovakia,2013,0-4,363,291768
Slovakia,2013,10-14,45,270137
Slovakia,2013,15-19,107,316992
Slovakia,2013,20-24,192,387925
Slovakia,2013,25-29,250,428493
Slovakia,2013,30-34,330,452961
Slovakia,2013,35-39,538,450101
Slovakia,2013,40-44,703,370230
Slovakia,2013,45-49,1271,367115
Slovakia,2013,5-9,44,268671
Slovakia,2013,50-54,2153,371616
Slovakia,2013,55-59,3539,388043
Slovakia,2013,60-64,4880,336562
Slovakia,2013,65-69,4816,233677
Slovakia,2013,70-74,5664,181667
Slovakia,2013,75-79,6732,133633
Slovakia,2013,80-84,8795,96493
Slovakia,2013,85+,11667,64752
Slovakia,2014,0-4,380,290656
Slovakia,2014,10-14,33,265152
Slovakia,2014,15-19,111,301908
Slovakia,2014,20-24,182,379845
Slovakia,2014,25-29,224,421087
Slovakia,2014,30-34,345,445921
Slovakia,2014,35-39,561,456604
Slovakia,2014,40-44,738,386194
Slovakia,2014,45-49,1195,359356
Slovakia,2014,5-9,34,274117
Slovakia,2014,50-54,2013,368749
Slovakia,2014,55-59,3497,386108
Slovakia,2014,60-64,4844,347116
Slovakia,2014,65-69,4911,247763
Slovakia,2014,70-74,5543,185744
Slovakia,2014,75-79,6633,134701
Slovakia,2014,80-84,8404,97345
Slovakia,2014,85+,11698,67583
Slovakia,2015,0-4,362,287274
Slovakia,2015,10-14,46,263074
Slovakia,2015,15-19,104,291990
Slovakia,2015,20-24,198,367245
Slovakia,2015,25-29,245,412184
Slovakia,2015,30-34,343,438999
Slovakia,2015,35-39,505,459315
Slovakia,2015,40-44,788,403126
Slovakia,2015,45-49,1229,354039
Slovakia,2015,5-9,30,279833
Slovakia,2015,50-54,2115,370115
Slovakia,2015,55-59,3417,380019
Slovakia,2015,60-64,5200,357257
Slovakia,2015,65-69,5331,259958
Slovakia,2015,70-74,5648,191317
Slovakia,2015,75-79,6851,137145
Slovakia,2015,80-84,8648,97726
Slovakia,2015,85+,12766,70733
Slovakia,2016,0-4,356,286275
Slovakia,2016,10-14,32,262431
Slovakia,2016,15-19,90,285969
Slovakia,2016,20-24,175,349965
Slovakia,2016,25-29,212,403717
Slovakia,2016,30-34,327,436748
Slovakia,2016,35-39,518,457773
Slovakia,2016,40-44,810,418903
Slovakia,2016,45-49,1113,352660
Slovakia,2016,5-9,35,283337
Slovakia,2016,50-54,1938,367972
Slovakia,2016,55-59,3121,373274
Slovakia,2016,60-64,4912,363292
Slovakia,2016,65-69,5711,278833
Slovakia,2016,70-74,5613,192764
Slovakia,2016,75-79,6643,141249
Slovakia,2016,80-84,7976,97644
Slovakia,2016,85+,12769,73446
Slovakia,2017,0-4,321,284605
Slovakia,2017,10-14,33,264737
Slovakia,2017,15-19,107,277754
Slovakia,2017,20-24,153,332754
Slovakia,2017,25-29,231,396907
Slovakia,2017,30-34,322,432619
Slovakia,2017,35-39,486,453287
Slovakia,2017,40-44,792,434461
Slovakia,2017,45-49,1102,355840
Slovakia,2017,5-9,34,290886
Slovakia,2017,50-54,2038,363869
Slovakia,2017,55-59,3075,366397
Slovakia,2017,60-64,4987,366568
Slovakia,2017,65-69,5768,297613
Slovakia,2017,70-74,5924,196756
Slovakia,2017,75-79,6915,146356
Slovakia,2017,80-84,8090,97487
Slovakia,2017,85+,13536,76447
Slovakia,2018,0-4,345,287946
Slovakia,2018,10-14,41,268357
Slovakia,2018,15-19,96,269983
Slovakia,2018,20-24,164,317782
Slovakia,2018,25-29,215,388875
Slovakia,2018,30-34,324,426491
Slovakia,2018,35-39,500,448320
Slovakia,2018,40-44,823,445774
Slovakia,2018,45-49,1158,365979
Slovakia,2018,5-9,39,293398
Slovakia,2018,50-54,1993,359661
Slovakia,2018,55-59,3076,358744
Slovakia,2018,60-64,4846,366955
Slovakia,2018,65-69,6175,310141
Slovakia,2018,70-74,6005,207429
Slovakia,2018,75-79,7060,151077
Slovakia,2018,80-84,7978,97143
Slovakia,2018,85+,13455,79065
Slovakia,2019,0-4,357,291532
Slovakia,2019,10-14,40,273688
Slovakia,2019,15-19,87,264777
Slovakia,2019,20-24,153,302237
Slovakia,2019,25-29,214,380385
Slovakia,2019,30-34,329,420036
Slovakia,2019,35-39,523,442733
Slovakia,2019,40-44,774,452499
Slovakia,2019,45-49,1165,381710
Slovakia,2019,5-9,32,292822
Slovakia,2019,50-54,1833,352022
Slovakia,2019,55-59,2894,356275
Slovakia,2019,60-64,4742,365386
Slovakia,2019,65-69,6094,319800
Slovakia,2019,70-74,6420,220261
Slovakia,2019,75-79,6907,154745
Slovakia,2019,80-84,7530,98306
Slovakia,2019,85+,13140,81207
Slovakia,2020,0-4,347,294128
Slovakia,2020,10-14,32,279531
Slovakia,2020,15-19,105,262751
Slovakia,2020,20-24,122,292244
Slovakia,2020,25-29,192,367835
Slovakia,2020,30-34,326,411370
Slovakia,2020,35-39,509,436101
Slovakia,2020,40-44,794,455315
Slovakia,2020,45-49,1225,398549
Slovakia,2020,5-9,39,290061
Slovakia,2020,50-54,1878,346980
Slovakia,2020,55-59,2992,357920
Slovakia,2020,60-64,4793,359913
Slovakia,2020,65-69,6768,329405
Slovakia,2020,70-74,7437,231241
Slovakia,2020,75-79,8134,159849
Slovakia,2020,80-84,8785,101104
Slovakia,2020,85+,14611,83576
Slovakia,2021,0-4,322,294982
Slovakia,2021,10-14,36,283317
Slovakia,2021,15-19,89,262174
Slovakia,2021,20-24,138,286207
Slovakia,2021,25-29,237,350572
Slovakia,2021,30-34,394,403000
Slovakia,2021,35-39,598,433922
Slovakia,2021,40-44,1015,453932
Slovakia,2021,45-49,1610,414217
Slovakia,2021,5-9,36,289995
Slovakia,2021,50-54,2263,345716
Slovakia,2021,55-59,3854,356041
Slovakia,2021,60-64,6187,353682
Slovakia,2021,65-69,8793,334976
Slovakia,2021,70-74,10248,247632
Slovakia,2021,75-79,10225,160295
Slovakia,2021,80-84,10793,104040
Slovakia,2021,85+,16623,85081
Slovakia,2022,0-4,343,294397
Slovakia,2022,10-14,40,285322
Slovakia,2022,15-19,76,260725
Slovakia,2022,20-24,121,275231
Slovakia,2022,25-29,197,330470
Slovakia,2022,30-34,346,394503
Slovakia,2022,35-39,551,428085
Slovakia,2022,40-44,821,447841
Slovakia,2022,45-49,1386,429645
Slovakia,2022,5-9,36,293077
Slovakia,2022,50-54,1792,349057
Slovakia,2022,55-59,2976,353286
Slovakia,2022,60-64,4530,348115
Slovakia,2022,65-69,6711,338413
Slovakia,2022,70-74,8068,262720
Slovakia,2022,75-79,8023,160169
Slovakia,2022,80-84,8890,104671
Slovakia,2022,85+,14676,78985
Slovakia,2023,0-4,331,287918
Slovakia,2023,10-14,47,289724
Slovakia,2023,15-19,72,264380
Slovakia,2023,20-24,121,267068
Slovakia,2023,25-29,194,315298
Slovakia,2023,30-34,292,386022
Slovakia,2023,35-39,513,421697
Slovakia,2023,40-44,847,442108
Slovakia,2023,45-49,1288,440401
Slovakia,2023,5-9,24,295810
Slovakia,2023,50-54,1698,359103
Slovakia,2023,55-59,2518,349098
Slovakia,2023,60-64,4063,341097
Slovakia,2023,65-69,6028,339126
Slovakia,2023,70-74,7644,273445
Slovakia,2023,75-79,7588,169464
Slovakia,2023,80-84,8005,107778
Slovakia,2023,85+,12860,79255
Slovenia,2011,0-4,82,106582
Slovenia,2011,10-14,9,93389
Slovenia,2011,15-19,27,102526
Slovenia,2011,20-24,59,127304
Slovenia,2011,25-29,54,145535
Slovenia,2011,30-34,87,158120
Slovenia,2011,35-39,119,150888
Slovenia,2011,40-44,248,150670
Slovenia,2011,45-49,379,157049
Slovenia,2011,5-9,7,90882
Slovenia,2011,50-54,613,153589
Slovenia,2011,55-59,1022,151186
Slovenia,2011,60-64,1216,123525
Slovenia,2011,65-69,1373,93991
Slovenia,2011,70-74,1914,87474
Slovenia,2011,75-79,2797,72422
Slovenia,2011,80-84,3420,50959
Slovenia,2011,85+,5273,34098
Slovenia,2012,0-4,51,109410
Slovenia,2012,10-14,8,92269
Slovenia,2012,15-19,25,100129
Slovenia,2012,20-24,59,123223
Slovenia,2012,25-29,62,141362
Slovenia,2012,30-34,81,157452
Slovenia,2012,35-39,117,153244
Slovenia,2012,40-44,167,147774
Slovenia,2012,45-49,375,157536
Slovenia,2012,5-9,6,92470
Slovenia,2012,50-54,636,152564
Slovenia,2012,55-59,1064,153587
Slovenia,2012,60-64,1324,129476
Slovenia,2012,65-69,1339,94670
Slovenia,2012,70-74,1927,87976
Slovenia,2012,75-79,2765,73289
Slovenia,2012,80-84,3653,52696
Slovenia,2012,85+,5598,36369
Slovenia,2013,0-4,73,111342
Slovenia,2013,10-14,10,91798
Slovenia,2013,15-19,25,98467
Slovenia,2013,20-24,58,117470
Slovenia,2013,25-29,69,138904
Slovenia,2013,30-34,85,156139
Slovenia,2013,35-39,140,154196
Slovenia,2013,40-44,190,146720
Slovenia,2013,45-49,322,156806
Slovenia,2013,5-9,7,94955
Slovenia,2013,50-54,555,152366
Slovenia,2013,55-59,1010,153090
Slovenia,2013,60-64,1352,134423
Slovenia,2013,65-69,1378,96235
Slovenia,2013,70-74,1901,89870
Slovenia,2013,75-79,2650,73185
Slovenia,2013,80-84,3693,54120
Slovenia,2013,85+,5816,38735
Slovenia,2014,0-4,45,110244
Slovenia,2014,10-14,10,91147
Slovenia,2014,15-19,21,96814
Slovenia,2014,20-24,42,111679
Slovenia,2014,25-29,47,136799
Slovenia,2014,30-34,90,153233
Slovenia,2014,35-39,129,155472
Slovenia,2014,40-44,155,146842
Slovenia,2014,45-49,301,155486
Slovenia,2014,5-9,8,99662
Slovenia,2014,50-54,519,152891
Slovenia,2014,55-59,875,151461
Slovenia,2014,60-64,1333,139249
Slovenia,2014,65-69,1300,98733
Slovenia,2014,70-74,1903,91404
Slovenia,2014,75-79,2458,73761
Slovenia,2014,80-84,3512,55033
Slovenia,2014,85+,6138,41175
Slovenia,2015,0-4,44,109314
Slovenia,2015,10-14,12,91637
Slovenia,2015,15-19,28,94991
Slovenia,2015,20-24,47,107718
Slovenia,2015,25-29,52,132790
Slovenia,2015,30-34,88,149276
Slovenia,2015,35-39,123,156973
Slovenia,2015,40-44,183,147666
Slovenia,2015,45-49,314,153313
Slovenia,2015,5-9,8,103359
Slovenia,2015,50-54,577,153352
Slovenia,2015,55-59,884,150555
Slovenia,2015,60-64,1357,142544
Slovenia,2015,65-69,1501,104637
Slovenia,2015,70-74,1895,90267
Slovenia,2015,75-79,2553,74959
Slovenia,2015,80-84,3614,56141
Slovenia,2015,85+,6554,43382
Slovenia,2016,0-4,54,107321
Slovenia,2016,10-14,10,91564
Slovenia,2016,15-19,39,94654
Slovenia,2016,20-24,51,104500
Slovenia,2016,25-29,55,128172
Slovenia,2016,30-34,85,145305
Slovenia,2016,35-39,120,157505
Slovenia,2016,40-44,142,150102
Slovenia,2016,45-49,280,149386
Slovenia,2016,5-9,4,107505
Slovenia,2016,50-54,546,154542
Slovenia,2016,55-59,865,149432
Slovenia,2016,60-64,1315,144098
Slovenia,2016,65-69,1567,115919
Slovenia,2016,70-74,1745,85622
Slovenia,2016,75-79,2422,76018
Slovenia,2016,80-84,3490,56372
Slovenia,2016,85+,6899,46171
Slovenia,2017,0-4,47,105456
Slovenia,2017,10-14,8,93046
Slovenia,2017,15-19,21,93598
Slovenia,2017,20-24,43,102222
Slovenia,2017,25-29,55,123848
Slovenia,2017,30-34,73,140803
Slovenia,2017,35-39,96,156809
Slovenia,2017,40-44,150,152605
Slovenia,2017,45-49,265,146679
Slovenia,2017,5-9,7,110092
Slovenia,2017,50-54,533,155160
Slovenia,2017,55-59,863,148636
Slovenia,2017,60-64,1378,146515
Slovenia,2017,65-69,1645,121360
Slovenia,2017,70-74,1782,86507
Slovenia,2017,75-79,2603,76767
Slovenia,2017,80-84,3626,57504
Slovenia,2017,85+,7314,48288
Slovenia,2018,0-4,46,103511
Slovenia,2018,10-14,8,95602
Slovenia,2018,15-19,28,93057
Slovenia,2018,20-24,33,101073
Slovenia,2018,25-29,45,117900
Slovenia,2018,30-34,59,137904
Slovenia,2018,35-39,122,155455
Slovenia,2018,40-44,179,153903
Slovenia,2018,45-49,231,145715
Slovenia,2018,5-9,8,111564
Slovenia,2018,50-54,512,154888
Slovenia,2018,55-59,791,148581
Slovenia,2018,60-64,1323,146465
Slovenia,2018,65-69,1751,126209
Slovenia,2018,70-74,1778,88217
Slovenia,2018,75-79,2649,78583
Slovenia,2018,80-84,3434,57858
Slovenia,2018,85+,7488,50395
Slovenia,2019,0-4,49,102306
Slovenia,2019,10-14,7,100683
Slovenia,2019,15-19,21,92855
Slovenia,2019,20-24,33,101940
Slovenia,2019,25-29,51,114680
Slovenia,2019,30-34,76,137712
Slovenia,2019,35-39,120,154185
Slovenia,2019,40-44,159,156582
Slovenia,2019,45-49,252,147104
Slovenia,2019,5-9,12,110717
Slovenia,2019,50-54,462,154102
Slovenia,2019,55-59,772,149547
Slovenia,2019,60-64,1274,145441
Slovenia,2019,65-69,1819,131040
Slovenia,2019,70-74,1867,90902
Slovenia,2019,75-79,2594,80079
Slovenia,2019,80-84,3293,58757
Slovenia,2019,85+,7727,52276
Slovenia,2020,0-4,47,100787
Slovenia,2020,10-14,6,104756
Slovenia,2020,15-19,16,93729
Slovenia,2020,20-24,33,103089
Slovenia,2020,25-29,47,113876
Slovenia,2020,30-34,63,136265
Slovenia,2020,35-39,102,152537
Slovenia,2020,40-44,194,159721
Slovenia,2020,45-49,285,148966
Slovenia,2020,5-9,7,110259
Slovenia,2020,50-54,506,152755
Slovenia,2020,55-59,780,150370
Slovenia,2020,60-64,1197,144747
Slovenia,2020,65-69,1920,134197
Slovenia,2020,70-74,2189,96407
Slovenia,2020,75-79,2887,79233
Slovenia,2020,80-84,4151,60031
Slovenia,2020,85+,9586,54136
Slovenia,2021,0-4,44,99349
Slovenia,2021,10-14,8,109460
Slovenia,2021,15-19,27,93947
Slovenia,2021,20-24,26,103658
Slovenia,2021,25-29,46,113005
Slovenia,2021,30-34,78,133642
Slovenia,2021,35-39,96,150074
Slovenia,2021,40-44,206,161814
Slovenia,2021,45-49,288,152766
Slovenia,2021,5-9,6,108922
Slovenia,2021,50-54,504,149801
Slovenia,2021,55-59,830,152352
Slovenia,2021,60-64,1330,144472
Slovenia,2021,65-69,2024,136527
Slovenia,2021,70-74,2472,107823
Slovenia,2021,75-79,2775,75738
Slovenia,2021,80-84,3847,61052
Slovenia,2021,85+,8654,54575
Slovenia,2022,0-4,53,98033
Slovenia,2022,10-14,11,112286
Slovenia,2022,15-19,14,95560
Slovenia,2022,20-24,32,101733
Slovenia,2022,25-29,57,111090
Slovenia,2022,30-34,76,130329
Slovenia,2022,35-39,118,145861
Slovenia,2022,40-44,184,160824
Slovenia,2022,45-49,283,155370
Slovenia,2022,5-9,7,107619
Slovenia,2022,50-54,419,147044
Slovenia,2022,55-59,758,153117
Slovenia,2022,60-64,1240,143571
Slovenia,2022,65-69,1858,138335
Slovenia,2022,70-74,2357,112602
Slovenia,2022,75-79,2530,76261
Slovenia,2022,80-84,3710,61541
Slovenia,2022,85+,8785,56004
Slovenia,2023,0-4,37,95803
Slovenia,2023,10-14,11,114875
Slovenia,2023,15-19,30,98925
Slovenia,2023,20-24,31,102270
Slovenia,2023,25-29,46,111829
Slovenia,2023,30-34,64,126191
Slovenia,2023,35-39,99,144655
Slovenia,2023,40-44,156,160535
Slovenia,2023,45-49,298,157566
Slovenia,2023,5-9,5,106853
Slovenia,2023,50-54,438,146787
Slovenia,2023,55-59,713,153163
Slovenia,2023,60-64,1117,143812
Slovenia,2023,65-69,1751,138520
Slovenia,2023,70-74,2309,116866
Slovenia,2023,75-79,2472,78079
Slovenia,2023,80-84,3637,63107
Slovenia,2023,85+,8326,57136
Spain,2011,0-4,1795,2498449
Spain,2011,10-14,233,2167410
Spain,2011,15-19,479,2228086
Spain,2011,20-24,733,2568267
Spain,2011,25-29,1018,3225923
Spain,2011,30-34,1692,4008886
Spain,2011,35-39,2643,4049367
Spain,2011,40-44,4378,3808223
Spain,2011,45-49,6998,3541523
Spain,2011,5-9,198,2347840
Spain,2011,50-54,10384,3154523
Spain,2011,55-59,13030,2645892
Spain,2011,60-64,17278,2439790
Spain,2011,65-69,22314,2103623
Spain,2011,70-74,29676,1768965
Spain,2011,75-79,51739,1743238
Spain,2011,80-84,72134,1291221
Spain,2011,85+,149295,1075948
Spain,2012,0-4,1685,2476594
Spain,2012,10-14,204,2202538
Spain,2012,15-19,414,2199410
